"";"p_val";"avg_logFC";"pct.1";"pct.2";"p_val_adj";"cluster";"gene"
"Sdcbp21";0,00100230109511804;0,65830051858969;0,577;0,294;1;"8";"Sdcbp2"
"Gm6091";0,00100857737497129;0,765661012872495;0,432;0,069;1;"8";"Gm609"
"Tmem9";0,00152107044675043;0,643188678296157;0,461;0,154;1;"8";"Tmem9"
"Zdhhc17";0,00153321082005727;0,437551176939299;0,286;0,045;1;"8";"Zdhhc17"
"Igsf8";0,00181011236052939;0,544991470117444;0,438;0,218;1;"8";"Igsf8"
"Map1a";0,00182346989838934;0,548223451860644;0,265;0,007;1;"8";"Map1a"
"Enpp3";0,00191918948676295;0,491251482415063;0,253;0,005;1;"8";"Enpp3"
"Ccpg1";0,00230313940365924;0,435347123834719;0,315;0,097;1;"8";"Ccpg1"
"Suco";0,00271624969416318;0,848455094381969;0,485;0,145;1;"8";"Suco"
"Nav2";0,00289828365564241;0,527161180832248;0,363;0,138;1;"8";"Nav2"
"Jmy";0,00326895741197122;0,493448291142346;0,324;0,12;1;"8";"Jmy"
"Arl31";0,00345646359459577;0,432101347494262;0,375;0,171;1;"8";"Arl3"
"Alox5";0,00346244582563733;0,551678742151377;0,202;0;1;"8";"Alox5"
"Gprc5c";0,00346244582563733;0,532501555063001;0,271;0,002;1;"8";"Gprc5c"
"Itprid1";0,00346244582563733;0,377044093772614;0,205;0;1;"8";"Itprid1"
"Dio1";0,0035105661705966;0,533838972519344;0,321;0,054;1;"8";"Dio1"
"Zbtb201";0,003589861223041;0,599653838802075;0,387;0,124;1;"8";"Zbtb20"
"Ero1lb";0,00373157149789633;0,472903257283027;0,256;0,023;1;"8";"Ero1lb"
"Smim62";0,00391569372656037;0,674041104614696;0,723;0,467;1;"8";"Smim6"
"Rap1gap1";0,00397220196941197;0,51876511756492;0,336;0,061;1;"8";"Rap1gap"
"Klf41";0,00468696582464084;0,581409516171599;0,452;0,192;1;"8";"Klf4"
"Lyn";0,00520106374940153;0,505725766920954;0,321;0,081;1;"8";"Lyn"
"Chil1";0,00653556966225465;0,422246614135198;0,235;0,002;1;"8";"Chil1"
"St181";0,0074744125065169;0,422882681922027;0,241;0,015;1;"8";"St18"
"Utrn";0,00805432717984321;0,638677514363566;0,574;0,349;1;"8";"Utrn"
"Mcrip1";0,00812538367973601;0,498378365741136;0,509;0,294;1;"8";"Mcrip1"
"Sec14l1";0,00989715877135787;0,615376547679316;0,414;0,14;1;"8";"Sec14l1"
